fid,gid,xcoord,ycoord
"284",마라227926,128.848787534986,35.2217220130275
"285",마라238892,128.860360054834,35.1909371685895
"286",마라209998,128.830073777943,35.2868460620417
"287",마마156014,128.77202904082,35.3018964861227
"288",마라248965,128.872448916578,35.2566192654832
"289",마라240950,128.863430468741,35.2431969181261
"290",마라190907,128.807866416592,35.2050400662604
"291",마라142998,128.7564108676,35.2876337287983
"292",마라279950,128.906283947547,35.2427064842488
"293",마라220905,128.840786417121,35.2028766969045
"294",마라183930,128.800508790783,35.2258568987593
"295",마라249971,128.873639191662,35.2620154674804
"296",마라285954,128.912939256914,35.2462354177128
"297",마라272974,128.898964101012,35.2644301122508
"298",마라242973,128.865975948826,35.2639054734005
"299",마마111018,128.722598245691,35.306012877798
"300",마마188006,128.807101654764,35.2943094916048
"301",마라208861,128.826961931743,35.1633570725608
"302",마라155932,128.76977542436,35.2279864936151
"303",마라200909,128.818878850849,35.2067238642684
"304",마라249964,128.873532702922,35.2557053476265
"305",마라242889,128.864707292557,35.1881833626343
"306",마마181018,128.7995778552,35.3052100388482
"307",마마189018,128.808375328612,35.3051151669619
"308",마마227082,128.851122755701,35.3623481514076
"309",마라259934,128.884062862669,35.2285367616159
"310",마라357943,128.991872145067,35.2353703034298
"311",마마218077,128.841144238625,35.3579512762219
"312",마마273083,128.901757774298,35.3626729498001
"313",마라258944,128.883117276808,35.2375637797399
"314",마라231943,128.853436200094,35.2369977489584
"315",마라231916,128.853032051397,35.2126583717537
"316",마마174017,128.791865700159,35.304391058132
"317",마마114019,128.725911034901,35.3068809665627
"318",마라196892,128.814238529641,35.1914465457889
"319",마마116013,128.728028770262,35.3014497009093
"320",마라273936,128.899474344283,35.2301627753709
"321",마라238951,128.861247894207,35.2441231123362
"322",마라200933,128.819228927545,35.228359194257
"323",마라203908,128.822159279622,35.2057864501088
"324",마마313002,128.944474381117,35.289140252553
"325",마라257934,128.881865635016,35.2285618688222
"326",마라251939,128.875350016004,35.2331441973059
"327",마라346985,128.980475285151,35.2733776750083
"328",마라256937,128.880812848454,35.2312787493079
"329",마라160988,128.776059721725,35.278411745525
"330",마라360963,128.995499138928,35.2533576208467
"331",마라257932,128.881835061931,35.226758974398
"332",마라122927,128.733451194978,35.2238539250101
"333",마라279948,128.906252818046,35.2409036127994
"334",마라134954,128.74700707114,35.2480592247358
"335",마마165041,128.782310076651,35.3261316882314
"336",마라134958,128.747062298094,35.2516651955991
"337",마라176989,128.793663331679,35.2791263787749
"338",마라151934,128.765408791094,35.2298354975099
"339",마라234928,128.856507287566,35.2234389943469
"340",마라102982,128.712216670398,35.2736586016905
"341",마라236928,128.858704400462,35.2234143505267
"342",마라245951,128.868939714699,35.2440363393416
"343",마라201875,128.81948148336,35.1760617186256
"344",마라362996,128.998244583388,35.283076472983
"345",마라225923,128.846545781778,35.2190420911836
"346",마라182989,128.800259339783,35.2790556527713
"347",마라259938,128.884124114147,35.2321425454473
"348",마라212925,128.832294663403,35.2210030459673
"349",마라232877,128.853547076011,35.1774890471154
"350",마라238902,128.860510372432,35.1999517696486
"351",마라142979,128.756146309805,35.2705055105869
"352",마라299935,128.928022636534,35.2289276749374
"353",마라245969,128.869212576307,35.260262410515
"354",마라200918,128.819010085894,35.2148371224484
"355",마라325974,128.957214914936,35.2637424666982
"356",마마120028,128.732632564601,35.3149272859369
"357",마라185913,128.802461137916,35.2105081449457
"358",마라216989,128.83763628048,35.2786480814868
"359",마라240955,128.863505934528,35.24770417567
"360",마라242939,128.865461875027,35.2332561667505
"361",마라247919,128.870652045191,35.2151650227968
"362",마라268977,128.894614081465,35.2671851823213
"363",마라259940,128.884154743966,35.233945436521
"364",마라289941,128.917130696536,35.2344654012307
"365",마마188067,128.807987076626,35.3492985933406
"366",마라247927,128.870773312166,35.2223766448831
"367",마라280953,128.907429476904,35.2453980144337
"368",마라355945,128.989707806204,35.2372001785337
"369",마라215950,128.835959751944,35.2435033210313
"370",마마214077,128.8367427018,35.3580000469109
"371",마마109015,128.720358166842,35.3033306155073
"372",마라363972,128.998945208862,35.2614293936079
"373",마라126964,128.738352668602,35.2571644592691
"374",마라345982,128.97932693756,35.2706869168567
"375",마마222063,128.84533643446,35.3452821518796
"376",마마137015,128.751149385133,35.3030159491046
"377",마라104997,128.71461719241,35.2871590372673
"378",마라277938,128.903899914577,35.2319147563727
"379",마마295001,128.924669223881,35.2884735769216
"380",마라152932,128.766479451628,35.2280210272609
"381",마라231915,128.85301709223,35.2117569113781
"382",마마281028,128.909699642021,35.3129924066834
"383",마라187906,128.804557001208,35.2041741377512
"384",마라250942,128.874296956165,35.2358610254289
"385",마마148006,128.763119706122,35.2947768676405
"386",마라329952,128.961255110338,35.243858364035
"387",마마117020,128.729223892445,35.3077489629921
"388",마마322032,128.954853052209,35.3160638943691
"389",마라200943,128.819374902975,35.2373738913227
"390",마라233926,128.855378747937,35.221648385411
"391",마라278950,128.905185153393,35.2427192489409
"392",마마213080,128.835686859352,35.3607165490533
"393",마라206985,128.826584331134,35.2751633118691
"394",마라159944,128.774339239308,35.2387581379249
"395",마라163976,128.77918761396,35.2675591713806
"396",마마204033,128.825091027086,35.3184573959778
"397",마라180885,128.796567862086,35.1853255841658
"398",마마288072,128.918090579303,35.3525647806995
"399",마마218046,128.840682410753,35.330006475036
"400",마라136953,128.74919111435,35.2471350622697
"401",마라215933,128.835708456952,35.2281784463462
"402",마마208007,128.829106984564,35.2949712653229
"403",마마123006,128.735630480658,35.2950608587422
"404",마라117998,128.728923987015,35.287916146022
"405",마마229076,128.853233368139,35.3569148919826
"406",마라329937,128.96101257436,35.2303371426608
"407",마라339951,128.972226607557,35.242823765028
"408",마라103996,128.713504259682,35.2862685752612
"409",마마121019,128.733609204373,35.3068026744236
"410",마라332939,128.964340774791,35.2321001389991
"411",마마299013,128.929257013213,35.299238720795
"412",마라202944,128.821587050398,35.2382513813618
"413",마라239941,128.862195961209,35.2350962178066
"414",마라175980,128.792435084389,35.271024874052
"415",마마205087,128.826986728453,35.36712367068
"416",마라161972,128.776932654185,35.2639764774081
"417",마라280957,128.907491801114,35.249003752264
"418",마라353977,128.988037572049,35.2660720655579
"419",마마148052,128.763764734291,35.3362448207448
"420",마라168998,128.784996813206,35.2873333914738
"421",마라203889,128.821881721093,35.188658443459
"422",마라239892,128.861458172197,35.1909248265616
"423",마라198865,128.816042379336,35.1670827598816
"424",마마132039,128.745982810924,35.324708320104
"425",마라140979,128.753947836198,35.2705283193602
"426",마라194867,128.811680063474,35.1689333574342
"427",마마123020,128.735822387491,35.3076817032522
"428",마라153933,128.767592132954,35.228911014805
"429",마마307043,128.938532188813,35.3261768092307
"430",마라286996,128.914696146223,35.2840826034792
"431",마마264061,128.891513707792,35.3429560936113
"432",마라184877,128.800845205459,35.1780666046892
"433",마라288979,128.916627926047,35.2687326151224
"434",마마184033,128.80309380111,35.3186964938219
"435",마라214922,128.8344474582,35.2182744446207
"436",마라287933,128.914808111129,35.2272796403026
"437",마마230106,128.854785649986,35.383945649977
"438",마마287069,128.916943064787,35.3498734415607
"439",마라185905,128.80234596377,35.2032963074908
"440",마마205003,128.825749568225,35.2914016404264
"441",마라266938,128.891814729555,35.2320543445679
"442",마라354979,128.98916963565,35.2678613387805
"443",마라328953,128.960172489755,35.24477304223
"444",마마209000,128.830103271467,35.2886489772012
"445",마라218899,128.838501086043,35.1974921980594
"446",마라317940,128.947877371914,35.2331998377519
"447",마마332038,128.965948258599,35.3213394546657
"448",마마301023,128.931614911377,35.308226874414
"449",마라247918,128.870636889847,35.2142635694052
"450",마라277947,128.904039738242,35.240027693736
"451",마라130969,128.742817740229,35.2616268470965
"452",마라279955,128.906361783394,35.2472136604133
"453",마라358994,128.993814284488,35.2813280757134
"454",마라199898,128.817620307926,35.1968196006751
"455",마라223955,128.844824858983,35.247913242468
"456",마라179897,128.795641541447,35.1961551506908
"457",마마229072,128.853173206647,35.3533091360792
"458",마마263020,128.889780802464,35.3060101412322
"459",마라195870,128.812821382804,35.1716259074414
"460",마마103035,128.714029406658,35.32142691663
"461",마라177890,128.793345077601,35.1898682394316
"462",마라298937,128.926955611542,35.2307434914899
"463",마라363965,128.998829010634,35.2551196201601
"464",마라364965,128.999927926423,35.2551060011841
"465",마라200865,128.818238011693,35.1670588835779
"466",마라183909,128.800206827472,35.2069258397619
"467",마라145938,128.758872391837,35.233510205813
"468",마라234979,128.857273353385,35.2694131395644
"469",마라355946,128.989724291831,35.2381015815927
"470",마라135955,128.748119825791,35.2489493871952
"471",마마166017,128.783068247688,35.3044847273874
"472",마마262022,128.888711959999,35.3078256412192
"473",마라102996,128.712404792489,35.2862796014746
"474",마라173993,128.790422531642,35.2827674986377
"475",마라349954,128.983263460046,35.2453937970029
"476",마라289924,128.916864225301,35.2191410267904
"477",마라299990,128.928892585822,35.2785060655371
"478",마라209860,128.828045036982,35.1624435645802
"479",마라133969,128.746115103081,35.2615929297318
"480",마라286995,128.914680464068,35.2831811772681
"481",마라218902,128.838545460706,35.2001966012936
"482",마마259008,128.885197777831,35.2952433989622
"483",마마218040,128.840593098112,35.3245977882808
"484",마마221109,128.844923951281,35.3867606591992
"485",마마223000,128.845495496619,35.2884787149752
"486",마라195862,128.812705459583,35.1644140534584
"487",마라277966,128.904335105085,35.2571549685724
"488",마라286943,128.913865950725,35.2363068204892
"489",마라258935,128.882979548887,35.2294507667875
"490",마마148022,128.763343914332,35.309200536986
"491",마마190004,128.809271687072,35.2924827745335
"492",마라254949,128.878798626468,35.2421211638899
"493",마마226040,128.849392525031,35.3244998863272
"494",마라139976,128.752806956124,35.2678352452607
"495",마라268965,128.894428727535,35.2563679350067
"496",마마148042,128.763624398682,35.3272300734453
"497",마라261942,128.886382795779,35.2357231732828
"498",마마162037,128.778953343635,35.3225607651789
"499",마라132951,128.744767855122,35.2453773731251
"500",마라173886,128.788895588358,35.1863091269879
"501",마라242995,128.866308998593,35.2837372913259
"502",마마188070,128.808030683866,35.3520029619639
"503",마마202063,128.823332119077,35.3455250913849
"504",마마124013,128.736826080861,35.3013600420709
"505",마마235036,128.859231471182,35.3207832151609
"506",마마227078,128.851062675972,35.358742395607
"507",마마244034,128.869099887373,35.3188686383347
"508",마라224966,128.846087694774,35.2578170503366
"509",마마131003,128.744385674748,35.2922661998461
"510",마마263012,128.88965747357,35.2987986768076
"511",마라163977,128.779201786211,35.2684606501976
"512",마라205989,128.825543823088,35.2787812060123
"513",마라272942,128.898468552973,35.2355841148559
"514",마마227108,128.851513534138,35.3857855093933
"515",마라132958,128.744864325632,35.2516878288551
"516",마라136977,128.749523192435,35.2687708393036
"517",마라241943,128.864423579739,35.2368743687959
"518",마라275945,128.901811191237,35.2382502950487
"519",마라256951,128.881026794508,35.243898994498
"520",마라170952,128.78653991585,35.2458420982202
"521",마마218032,128.840474051598,35.317386198093
"522",마라172924,128.788338488266,35.2205772515881
"523",마라175877,128.790963439338,35.1781723448099
"524",마마233114,128.858208742862,35.3911200289617
"525",마마159007,128.77522898507,35.2955514091725
"526",마라139937,128.752266110127,35.232677105514
"527",마라218986,128.83979035415,35.2759193805098
"528",마라196873,128.813962779952,35.1743184438734
"529",마라196996,128.815752024971,35.2851994730673
"530",마라340952,128.973341678473,35.2437118005736
"531",마라174883,128.789950931852,35.1835929721021
"532",마라249930,128.873015942426,35.2250560962883
"533",마마103031,128.713975503567,35.3178209426394
"534",마마126014,128.739039146937,35.3022390151118
"535",마라160982,128.775974875262,35.2730028728074
"536",마마187056,128.806727086859,35.3393944632378
"537",마라276953,128.90303415307,35.2454490583401
"538",마라217902,128.837447208188,35.2002087383298
"539",마마111022,128.722652507914,35.3096188472671
"540",마마334032,128.968050141797,35.315904361952
"541",마라229926,128.850984608625,35.221697510347
"542",마마124020,128.736922134538,35.3076704583035
"543",마마257002,128.882906736942,35.2898599452471
"544",마라263992,128.889349342921,35.2807699764108
"545",마라239971,128.862648461633,35.2621397606718
"546",마라260997,128.886128217146,35.2853150012596
"547",마라319936,128.950010490015,35.2295678491393
"548",마라202863,128.820404493717,35.1652320089894
"549",마라200934,128.819243522172,35.2292606645926
"550",마라278933,128.904920847237,35.2273948165051
"551",마라116997,128.727810890948,35.2870258191842
"552",마마199023,128.819445306944,35.3095029703072
"553",마라166927,128.781789713879,35.2233516816315
"554",마라212960,128.832810782694,35.2525542958668
"555",마라234936,128.856627340068,35.2306506490689
"556",마라331942,128.963290723086,35.2348176706264
"557",마라295934,128.923612491235,35.2280780148663
"558",마마221108,128.844908985768,35.3858592218061
"559",마라212926,128.83230939854,35.2219045126285
"560",마라176887,128.792204120415,35.1871755053679
"561",마라163975,128.779173442338,35.266657692424
"562",마라202971,128.821982182046,35.2625909683317
"563",마라216934,128.836821875971,35.2290677806808
"564",마라223899,128.843992156864,35.1974313695848
"565",마라248961,128.872388126667,35.2530134785293
"566",마라238899,128.860465270144,35.1972473908015
"567",마라263919,128.888226985226,35.2149647432977
"568",마마243038,128.868060789859,35.322486842897
"569",마라191934,128.809355625113,35.2293680404198
"570",마마176044,128.794452908134,35.3287071291204
"571",마마284076,128.913752327096,35.3562220108786
"572",마라220986,128.841988898547,35.2758950087185
"573",마라245895,128.868092205189,35.1935549385392
"574",마라156996,128.771775152632,35.2856698905496
"575",마마245019,128.869971670435,35.3053345919833
"576",마마307042,128.938516217663,35.3252753986719
"577",마라244936,128.867613849314,35.2305269985349
"578",마라234887,128.855892687356,35.1864791232073
"579",마마171010,128.788466608738,35.2981159651903
"580",마마341018,128.975519170509,35.3031910633176
"581",마라213864,128.832494851435,35.1660012431835
"582",마마175014,128.792922349548,35.3016748983395
"583",마라238950,128.861232826698,35.243221659726
"584",마마292061,128.92231781565,35.3425975042493
"585",마라278949,128.905169600449,35.2418178128629
"586",마라115996,128.726697819245,35.2861354814766
"587",마라211993,128.832198782279,35.2823145740096
"588",마라274943,128.900681453979,35.2364601406597
"589",마라229989,128.851927263743,35.2784891947348
"590",마마328047,128.961694988109,35.3295053350803
"591",마라259945,128.884231330413,35.2384526617497
"592",마라269934,128.895048960058,35.2284106275885
"593",마라186910,128.803516313119,35.2077918854018
"594",마라231913,128.852987175887,35.2099539902067
"595",마라252944,128.876524852819,35.237638946901
"596",마마165038,128.782267367574,35.3234272804848
"597",마라279951,128.906299513334,35.2436079197628
"598",마마180033,128.798694324949,35.3187438333529
"599",마라228925,128.849871142747,35.2208083064728
"600",마라342941,128.975359614168,35.2337695270738
"601",마마174057,128.79243948426,35.3404497022735
"602",마마346006,128.980819951714,35.2923070755411
"603",마마109021,128.720439406624,35.3087395758019
"604",마마114032,128.726087905916,35.3186003429821
"605",마마146007,128.760934566253,35.2957012979038
"606",마라129964,128.741649856303,35.2571306672793
"607",마라198893,128.816449362683,35.1923241647398
"608",마라247963,128.871319546925,35.2548288332251
